,Kilométrage,Année-Modèle,Marque,Modèle,Nombre de portes,Origine,Première main,carburant,puiFiscale,boiteVitesse,price
108,90 000 - 94 999,2015,Ford,Fiesta,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
109,100 000 - 109 999,2011,Dacia,Duster,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,
110,120 000 - 129 999,2013,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
111,90 000 - 94 999,2018,Jeep,Renegade,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
112,110 000 - 119 999,2016,Volkswagen,Passat,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
113,130 000 - 139 999,2016,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
114,140 000 - 149 999,2014,Volkswagen,Touareg,5,WW au Maroc,Oui,Diesel,11 CV,Automatique,
115,190 000 - 199 999,2009,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,64000.0
116,65 000 - 69 999,2018,Audi,Q5,5,Importée neuve,Oui,Diesel,9 CV,Automatique,528000.0
117,100 000 - 109 999,2016,Mercedes-Benz,Classe GLE,,,Oui,Diesel,12 CV,--,555000.0
118,70 000 - 74 999,2013,Dacia,Sandero,5,WW au Maroc,Oui,Essence,7 CV,Manuelle,66000.0
119,110 000 - 119 999,1993,Renault,Laguna Coupe,5,,,Essence,6 CV,--,26000.0
120,150 000 - 159 999,2012,Peugeot,Bipper,5,,,Diesel,--,Manuelle,83000.0
121,75 000 - 79 999,2014,Audi,A3,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
122,30 000 - 34 999,2018,Ford,C-Max,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
123,190 000 - 199 999,2003,Honda,Jazz,5,WW au Maroc,Non,Essence,8 CV,Manuelle,47000.0
124,140 000 - 149 999,2013,Ford,Focus,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,118000.0
125,5 000 - 9 999,2002,Volkswagen,Polo,5,Importée neuve,Non,Diesel,8 CV,Manuelle,
126,65 000 - 69 999,2019,Dacia,Duster,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
127,100 000 - 109 999,2014,Audi,A4,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,
128,50 000 - 54 999,2018,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
129,70 000 - 74 999,1990,Ford,ESCORT,,,,Essence,6 CV,--,200.0
130,200 000 - 249 999,2000,Toyota,Corolla,,WW au Maroc,Non,Diesel,8 CV,Manuelle,36000.0
131,150 000 - 159 999,2011,Audi,A4,5,WW au Maroc,,Diesel,8 CV,Automatique,
132,5 000 - 9 999,1990,BMW,Serie 7,5,Dédouanée,Non,Diesel,8 CV,Manuelle,23000.0
133,80 000 - 84 999,2012,Dacia,Duster,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,95000.0
134,50 000 - 54 999,2018,Volkswagen,GOLF 7,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,180000.0
135,5 000 - 9 999,1991,Renault,Super 5,5,Dédouanée,Oui,Essence,6 CV,Manuelle,14000.0
136,200 000 - 249 999,2000,Toyota,Corolla,,WW au Maroc,Non,Diesel,8 CV,Manuelle,36000.0
137,200 000 - 249 999,2003,Toyota,Avensis,5,WW au Maroc,Oui,Essence,10 CV,Manuelle,56000.0
138,170 000 - 179 999,2009,Kia,Carens,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,70000.0
139,170 000 - 179 999,2010,Dacia,Logan,,,,Diesel,6 CV,Manuelle,54000.0
140,130 000 - 139 999,2009,Mercedes-Benz,250,5,WW au Maroc,Non,Diesel,9 CV,Automatique,175000.0
141,25 000 - 29 999,2002,Volkswagen,GOLF 4,5,Dédouanée,Oui,Diesel,8 CV,Manuelle,
142,190 000 - 199 999,2016,Mazda,3,5,Importée neuve,Oui,Essence,9 CV,Manuelle,
143,120 000 - 129 999,2009,Citroen,C5,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,95000.0
144,180 000 - 189 999,2013,Renault,Megane 3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,105000.0
145,5 000 - 9 999,2003,Peugeot,Partner,,,,Diesel,7 CV,--,
146,60 000 - 64 999,2014,Hyundai,Elantra,5,WW au Maroc,Non,Diesel,7 CV,Automatique,120000.0
147,95 000 - 99 999,2018,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,109000.0
148,40 000 - 44 999,2016,Kia,Rio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,127000.0
149,190 000 - 199 999,2006,Hyundai,Tucson,5,WW au Maroc,Non,Diesel,8 CV,Automatique,65000.0
150,85 000 - 89 999,2013,Honda,ACTY,,WW au Maroc,Non,Essence,6 CV,Manuelle,38000.0
151,190 000 - 199 999,2011,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,65000.0
152,80 000 - 84 999,2016,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,97000.0
153,90 000 - 94 999,2016,Volkswagen,Polo,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,125000.0
154,5 000 - 9 999,1988,Peugeot,205,5,Dédouanée,Oui,Essence,6 CV,Manuelle,15000.0
155,190 000 - 199 999,2005,Peugeot,Partner,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,5000.0
156,25 000 - 29 999,1989,Volkswagen,Passat,5,Dédouanée,Non,Diesel,6 CV,Manuelle,35000.0
157,45 000 - 49 999,2001,Fiat,Palio,5,,Non,Diesel,7 CV,Manuelle,37000.0
158,200 000 - 249 999,2013,Nissan,Qashqai,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,125000.0
159,200 000 - 249 999,2006,Seat,Cordoba,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,49000.0
160,5 000 - 9 999,2005,Peugeot,Partner,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,40000.0
161,200 000 - 249 999,2013,Peugeot,206+,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,60000.0
162,15 000 - 19 999,2005,Peugeot,Partner,3,WW au Maroc,Non,Diesel,6 CV,Manuelle,47000.0
163,200 000 - 249 999,2012,Peugeot,308,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,89000.0
164,110 000 - 119 999,2014,Mercedes-Benz,Classe C,5,Importée neuve,Non,Diesel,9 CV,Automatique,348000.0
165,70 000 - 74 999,2018,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,118000.0
166,400 000 - 449 999,1996,Autres,Autres,,,,Diesel,--,--,58000.0
167,60 000 - 64 999,2013,Volkswagen,Caddy,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,135000.0
168,140 000 - 149 999,2015,Peugeot,2008,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,
169,200 000 - 249 999,2007,Dodge,Caliber,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,
170,80 000 - 84 999,1988,Volkswagen,GOLF 2,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,34000.0
171,300 000 - 349 999,1988,Mercedes-Benz,250,5,Dédouanée,Non,Diesel,8 CV,Manuelle,35000.0
172,110 000 - 119 999,2015,Audi,A4,,,,Diesel,8 CV,--,
173,5 000 - 9 999,1988,Peugeot,205,5,Dédouanée,Oui,Essence,7 CV,Manuelle,17000.0
174,200 000 - 249 999,2012,Peugeot,308,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,89000.0
175,110 000 - 119 999,2014,Mercedes-Benz,Classe C,5,Importée neuve,Non,Diesel,9 CV,Automatique,348000.0
176,70 000 - 74 999,2018,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,118000.0
177,400 000 - 449 999,1996,Autres,Autres,,,,Diesel,--,--,58000.0
178,60 000 - 64 999,2013,Volkswagen,Caddy,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,135000.0
179,140 000 - 149 999,2015,Peugeot,2008,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,
180,200 000 - 249 999,2007,Dodge,Caliber,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,
181,80 000 - 84 999,1988,Volkswagen,GOLF 2,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,34000.0
182,300 000 - 349 999,1988,Mercedes-Benz,250,5,Dédouanée,Non,Diesel,8 CV,Manuelle,35000.0
183,110 000 - 119 999,2015,Audi,A4,,,,Diesel,8 CV,--,
184,5 000 - 9 999,1988,Peugeot,205,5,Dédouanée,Oui,Essence,7 CV,Manuelle,17000.0
185,90 000 - 94 999,2016,Opel,Astra,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,
186,180 000 - 189 999,2006,Volkswagen,Passat,,,,Diesel,8 CV,--,76000.0
187,75 000 - 79 999,2014,Dacia,Logan,5,Importée neuve,Non,Diesel,6 CV,Manuelle,60000.0
188,95 000 - 99 999,2012,Volkswagen,Passat,5,Importée neuve,Non,Diesel,8 CV,Manuelle,100000.0
189,15 000 - 19 999,2020,Peugeot,208,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,159000.0
190,0 - 4 999,1999,Fiat,Palio,,,,Essence,6 CV,--,32000.0
191,70 000 - 74 999,2018,Peugeot,208,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
192,140 000 - 149 999,2008,Honda,Civic,5,WW au Maroc,Non,Essence,9 CV,Automatique,72000.0
193,170 000 - 179 999,1999,Fiat,Palio,5,WW au Maroc,Non,Essence,6 CV,Manuelle,
194,160 000 - 169 999,2004,Honda,Jazz,5,WW au Maroc,Non,Essence,6 CV,Manuelle,49000.0
195,110 000 - 119 999,2011,Hyundai,i 10,5,WW au Maroc,Non,Essence,6 CV,Manuelle,56000.0
196,80 000 - 84 999,2017,Volkswagen,Caddy,5,Dédouanée,Oui,Diesel,8 CV,Manuelle,235000.0
197,100 000 - 109 999,2014,Peugeot,301,,,,Diesel,6 CV,--,83000.0
198,70 000 - 74 999,2016,Hyundai,Accent,,,Oui,Diesel,6 CV,--,111000.0
199,170 000 - 179 999,2007,Citroen,C4,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,69000.0
200,140 000 - 149 999,2011,Volkswagen,Caddy,5,Dédouanée,Non,Diesel,6 CV,Manuelle,148000.0
201,80 000 - 84 999,2016,Dacia,Sandero,5,WW au Maroc,,Diesel,6 CV,Manuelle,82000.0
202,100 000 - 109 999,2013,Renault,Kangoo,5,,Non,Diesel,6 CV,Manuelle,105000.0
203,80 000 - 84 999,2018,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,92000.0
204,130 000 - 139 999,2016,Mercedes-Benz,Classe C,5,Dédouanée,Oui,Diesel,9 CV,Automatique,400000.0
205,0 - 4 999,2011,Audi,Q5,5,Dédouanée,Non,Diesel,8 CV,Automatique,238000.0
206,65 000 - 69 999,2015,Volkswagen,GOLF 7,,,,Diesel,6 CV,--,215000.0
207,130 000 - 139 999,2010,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,65000.0
208,170 000 - 179 999,2016,Peugeot,301,,,,Diesel,6 CV,Manuelle,93000.0
209,45 000 - 49 999,2014,Fiat,500,3,WW au Maroc,Oui,Diesel,6 CV,Manuelle,86000.0
210,170 000 - 179 999,2010,Volkswagen,GOLF 6,5,,Non,Diesel,6 CV,--,110000.0
211,0 - 4 999,2012,Renault,Kangoo,,,,Diesel,6 CV,--,
212,250 000 - 299 999,2001,Peugeot,Partner,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,47000.0
213,130 000 - 139 999,2011,Ford,Fiesta,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,86000.0
214,5 000 - 9 999,2009,Volkswagen,Touareg,5,WW au Maroc,Non,Diesel,12 CV,Automatique,
215,0 - 4 999,1993,Peugeot,205,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,35000.0
216,250 000 - 299 999,1985,Mercedes-Benz,250,5,Dédouanée,Non,Diesel,10 CV,Manuelle,38000.0
217,200 000 - 249 999,2007,Hyundai,Santa Fe,5,WW au Maroc,Non,Diesel,8 CV,Automatique,80000.0
218,25 000 - 29 999,1993,Mercedes-Benz,190,5,Dédouanée,Oui,Diesel,8 CV,Manuelle,
219,250 000 - 299 999,2004,Citroen,XSARA,,,,Diesel,7 CV,--,46000.0
220,15 000 - 19 999,2017,Fiat,500,3,WW au Maroc,Oui,Diesel,5 CV,Automatique,113000.0
221,15 000 - 19 999,2008,Peugeot,Partner,3,WW au Maroc,,Diesel,7 CV,Manuelle,65000.0
222,Plus de 500 000,1985,Peugeot,205,5,,Non,Diesel,7 CV,Manuelle,26000.0
223,45 000 - 49 999,2016,Renault,Kangoo,5,WW au Maroc,,Diesel,--,--,
224,5 000 - 9 999,1994,Renault,19,5,Dédouanée,Non,Essence,10 CV,Manuelle,26000.0
225,300 000 - 349 999,2012,Hyundai,H-1,5,WW au Maroc,Oui,Diesel,10 CV,Manuelle,115000.0
226,140 000 - 149 999,2004,Fiat,500,,,,Diesel,8 CV,Manuelle,35000.0
227,10 000 - 14 999,2021,Volkswagen,Passat,,,,Diesel,4 CV,--,1200000.0
228,100 000 - 109 999,2017,Volkswagen,Touran,5,Dédouanée,Oui,Diesel,8 CV,Manuelle,270000.0
229,0 - 4 999,2019,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,180000.0
230,200 000 - 249 999,2002,Peugeot,306,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,
231,80 000 - 84 999,2017,Dacia,Dokker,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,93000.0
232,160 000 - 169 999,2009,Ford,Kuga,5,Dédouanée,Non,Diesel,8 CV,Manuelle,127000.0
233,250 000 - 299 999,1999,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,70000.0
234,130 000 - 139 999,2016,Renault,Clio,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,100000.0
235,200 000 - 249 999,2012,Mercedes-Benz,220,5,WW au Maroc,Non,Diesel,9 CV,Manuelle,137000.0
236,160 000 - 169 999,2005,Seat,Ibiza,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,58000.0
237,0 - 4 999,2018,Jaguar,F-PACE,5,,,Diesel,--,--,
238,0 - 4 999,2007,Kia,Sorento,5,WW au Maroc,Non,Diesel,9 CV,Manuelle,60000.0
239,100 000 - 109 999,2014,Dacia,Logan,,,Non,Diesel,6 CV,Manuelle,85000.0
240,60 000 - 64 999,1983,Renault,R18,5,WW au Maroc,Oui,Essence,9 CV,Manuelle,25000.0
241,180 000 - 189 999,2014,Dacia,Sandero,,,,Diesel,6 CV,--,87000.0
242,350 000 - 399 999,1997,Mercedes-Benz,220,5,Dédouanée,Oui,Diesel,9 CV,Manuelle,52000.0
243,250 000 - 299 999,1984,Renault,R11,5,Dédouanée,,Essence,7 CV,Manuelle,15000.0
244,15 000 - 19 999,2020,Dacia,Duster,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,169000.0
245,30 000 - 34 999,1990,Peugeot,405,5,Dédouanée,Non,Diesel,9 CV,Manuelle,21000.0
246,150 000 - 159 999,2008,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,86000.0
247,Plus de 500 000,2013,Fiat,Doblo,3,,Oui,Diesel,--,Manuelle,85000.0
248,100 000 - 109 999,2006,Peugeot,Partner,5,,,Diesel,7 CV,--,47000.0
249,140 000 - 149 999,2013,Audi,A3,,,,Diesel,6 CV,--,191000.0
250,160 000 - 169 999,2012,Mercedes-Benz,220,5,Dédouanée,Non,Diesel,9 CV,Automatique,215000.0
251,70 000 - 74 999,2008,Chevrolet,Optra,5,WW au Maroc,Non,Essence,8 CV,Manuelle,46000.0
252,0 - 4 999,2021,Peugeot,208,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,165000.0
253,190 000 - 199 999,2012,Volkswagen,GOLF 6,5,Importée neuve,Non,Diesel,6 CV,Manuelle,120000.0
254,190 000 - 199 999,1982,Audi,80,,,,Essence,--,--,30000.0
255,180 000 - 189 999,2007,Renault,Megane,5,Importée neuve,Non,Diesel,6 CV,Manuelle,75000.0
256,190 000 - 199 999,2009,Ford,Focus,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,89000.0
257,0 - 4 999,2001,Peugeot,306,5,,,Essence,7 CV,Manuelle,55000.0
258,200 000 - 249 999,2010,Volkswagen,GOLF 6,,,,Diesel,8 CV,--,145000.0
259,100 000 - 109 999,2008,Daihatsu,Sirion,,,,Essence,--,--,52000.0
260,80 000 - 84 999,2016,Citroen,C4 CACTUS,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,137000.0
261,190 000 - 199 999,2009,Volkswagen,Touran,5,Dédouanée,Non,Diesel,8 CV,Automatique,109000.0
262,60 000 - 64 999,2016,Ford,Fiesta,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,95000.0
263,250 000 - 299 999,1989,Renault,R4,,,,Essence,6 CV,--,19000.0
264,150 000 - 159 999,2016,Skoda,Superb,,WW au Maroc,Oui,Diesel,8 CV,Automatique,180000.0
265,170 000 - 179 999,2002,Opel,Astra,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,
266,300 000 - 349 999,1990,Renault,Super 5,,,,Essence,6 CV,Manuelle,25000.0
267,200 000 - 249 999,2010,Ford,Focus,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,48000.0
268,250 000 - 299 999,2010,Volkswagen,GOLF 6,,,,Diesel,6 CV,--,135000.0
269,90 000 - 94 999,2011,Changhe,Ideal,5,WW au Maroc,Non,Essence,6 CV,Manuelle,45000.0
270,40 000 - 44 999,1996,Renault,Megane,,,,Diesel,7 CV,--,45000.0
271,190 000 - 199 999,2011,Skoda,Superb,,,Non,Diesel,8 CV,Manuelle,120000.0
272,15 000 - 19 999,1983,Mercedes-Benz,240,5,Importée neuve,Oui,Diesel,9 CV,Manuelle,22000.0
273,60 000 - 64 999,2016,Kia,Picanto,,,,Essence,6 CV,Manuelle,76000.0
274,250 000 - 299 999,1993,Mercedes-Benz,190,,,,Diesel,8 CV,--,
275,450 000 - 499 999,2003,Fiat,Palio,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,46000.0
276,95 000 - 99 999,2016,Nissan,Qashqai,,,,Diesel,--,--,
277,0 - 4 999,2004,Alfa Romeo,156,5,WW au Maroc,Non,Diesel,10 CV,Manuelle,43000.0
278,400 000 - 449 999,2005,Renault,Kangoo,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,62000.0
279,60 000 - 64 999,2016,Kia,Picanto,,,,Essence,6 CV,Manuelle,76000.0
280,250 000 - 299 999,1993,Mercedes-Benz,190,,,,Diesel,8 CV,--,
281,450 000 - 499 999,2003,Fiat,Palio,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,46000.0
282,95 000 - 99 999,2016,Nissan,Qashqai,,,,Diesel,--,--,
283,0 - 4 999,2004,Alfa Romeo,156,5,WW au Maroc,Non,Diesel,10 CV,Manuelle,43000.0
284,400 000 - 449 999,2005,Renault,Kangoo,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,62000.0
285,200 000 - 249 999,2004,Volkswagen,Polo,,,,Essence,8 CV,--,52000.0
286,130 000 - 139 999,2010,Dacia,Logan,,WW au Maroc,Oui,Diesel,6 CV,Manuelle,62000.0
287,250 000 - 299 999,2008,Renault,Kangoo,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,78000.0
288,190 000 - 199 999,2001,Fiat,Uno,5,WW au Maroc,,Diesel,7 CV,Manuelle,25000.0
289,170 000 - 179 999,1998,Mitsubishi,canter,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,27000.0
290,190 000 - 199 999,2004,Toyota,Corolla,5,,,Diesel,8 CV,Manuelle,53000.0
291,55 000 - 59 999,2017,Audi,A3,,,,Diesel,8 CV,--,
292,100 000 - 109 999,2016,Kia,Carens,5,WW au Maroc,,Diesel,7 CV,Manuelle,143000.0
293,450 000 - 499 999,1992,Renault,Clio,5,Dédouanée,Non,Essence,7 CV,Manuelle,27000.0
294,250 000 - 299 999,2004,Renault,Kangoo,,,,Diesel,7 CV,--,53000.0
295,90 000 - 94 999,2015,Hyundai,i 10,5,WW au Maroc,Non,Essence,6 CV,Manuelle,66000.0
296,200 000 - 249 999,2006,Citroen,C4,5,WW au Maroc,,Diesel,6 CV,Manuelle,56000.0
297,250 000 - 299 999,2007,Hyundai,Tucson,5,WW au Maroc,Oui,Diesel,9 CV,Manuelle,77000.0
298,170 000 - 179 999,2007,Peugeot,206,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,55000.0
299,200 000 - 249 999,2006,Peugeot,206,,,,Diesel,6 CV,--,63000.0
300,90 000 - 94 999,1985,Volkswagen,Jetta,5,,,Diesel,--,Manuelle,
301,200 000 - 249 999,2009,Volkswagen,PASSAT CC,5,Dédouanée,Non,Diesel,8 CV,Automatique,
302,120 000 - 129 999,2014,BMW,Serie 5,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,230000.0
303,250 000 - 299 999,1999,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,65000.0
304,200 000 - 249 999,2013,Isuzu,D-MAX,3,WW au Maroc,Non,Diesel,10 CV,Manuelle,
305,5 000 - 9 999,2020,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,137000.0
306,300 000 - 349 999,2002,Fiat,Punto,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,39000.0
307,55 000 - 59 999,2017,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,103000.0
308,10 000 - 14 999,2020,Volkswagen,Polo,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,140000.0
309,25 000 - 29 999,2003,Renault,Megane,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,60000.0
310,200 000 - 249 999,1991,Renault,R4,5,Dédouanée,Non,Essence,6 CV,Manuelle,17000.0
311,200 000 - 249 999,2007,Volkswagen,GOLF 5,5,Dédouanée,Non,Diesel,8 CV,Manuelle,
312,200 000 - 249 999,1990,Fiat,TIPO,,,,Diesel,7 CV,--,
313,170 000 - 179 999,2008,Volkswagen,Tiguan,5,,Oui,Diesel,8 CV,Automatique,137000.0
314,170 000 - 179 999,2008,Volkswagen,Tiguan,5,,Oui,Diesel,8 CV,Automatique,137000.0
315,200 000 - 249 999,2012,Mercedes-Benz,CLASSE ML,5,Dédouanée,Oui,Diesel,11 CV,Automatique,
316,120 000 - 129 999,2017,Toyota,Auris,,,,Diesel,--,Manuelle,140000.0
317,170 000 - 179 999,2009,Hyundai,Accent,,,,Essence,8 CV,--,50000.0
318,190 000 - 199 999,2007,BMW,X5,5,Dédouanée,Oui,Diesel,11 CV,Automatique,80000.0
319,190 000 - 199 999,2004,Peugeot,206,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,55000.0
320,200 000 - 249 999,2011,Volkswagen,GOLF 6,5,Importée neuve,,Diesel,8 CV,Automatique,170000.0
321,200 000 - 249 999,2007,Hyundai,Atos,5,WW au Maroc,Non,Essence,6 CV,Manuelle,42000.0
322,200 000 - 249 999,2001,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,85000.0
323,300 000 - 349 999,1999,Toyota,Corolla,5,,,Diesel,8 CV,Manuelle,30000.0
324,35 000 - 39 999,1987,Peugeot,205,5,Dédouanée,Non,Diesel,6 CV,Manuelle,28000.0
325,0 - 4 999,2020,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,137000.0
326,95 000 - 99 999,2014,Land Rover,Range Rover Sport,5,Importée neuve,Non,Diesel,12 CV,Automatique,455000.0
327,90 000 - 94 999,2018,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,94000.0
328,90 000 - 94 999,2017,Toyota,RAV 4,5,,Oui,Diesel,7 CV,Manuelle,180000.0
329,95 000 - 99 999,2004,Volkswagen,GOLF 5,5,Dédouanée,Non,Diesel,8 CV,Manuelle,82000.0
330,140 000 - 149 999,2012,Volkswagen,Touran,,Dédouanée,Oui,Diesel,8 CV,Automatique,169000.0
331,0 - 4 999,1992,Mercedes-Benz,190,5,,Oui,Diesel,--,Automatique,
332,190 000 - 199 999,2000,Jaguar,S-Type,5,WW au Maroc,Non,Essence,30 CV,Automatique,28000.0
333,65 000 - 69 999,1990,Renault,R4,5,WW au Maroc,Non,Essence,5 CV,Manuelle,15000.0
334,15 000 - 19 999,1984,Volvo,C70,5,Dédouanée,Non,Diesel,8 CV,Manuelle,30000.0
335,40 000 - 44 999,1989,Renault,R25,5,Dédouanée,Non,Diesel,8 CV,Manuelle,
336,300 000 - 349 999,1997,Fiat,Uno,,,,Essence,6 CV,--,23000.0
337,90 000 - 94 999,2012,Citroen,C4 Picasso,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,100000.0
338,30 000 - 34 999,2002,Volkswagen,GOLF 4,,Dédouanée,Non,Diesel,8 CV,Manuelle,70000.0
339,0 - 4 999,2021,Volkswagen,Golf,5,Importée neuve,Oui,Diesel,8 CV,Automatique,535000.0
340,140 000 - 149 999,2012,Dacia,Logan,,,,Essence,8 CV,--,60000.0
341,160 000 - 169 999,2014,Volkswagen,GOLF 7,5,Importée neuve,Non,Diesel,8 CV,Automatique,230000.0
342,130 000 - 139 999,2001,Peugeot,306,5,Dédouanée,Non,Diesel,7 CV,Manuelle,57000.0
343,140 000 - 149 999,2012,BMW,Serie 3,,,,Diesel,8 CV,Automatique,170000.0
344,20 000 - 24 999,2008,Peugeot,307 SW,5,Dédouanée,Non,Diesel,6 CV,Manuelle,80000.0
345,160 000 - 169 999,2000,Fiat,Palio,,,,Essence,6 CV,--,36000.0
346,200 000 - 249 999,2011,Citroen,Berlingo,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,130000.0
347,200 000 - 249 999,2005,Honda,Accord,,,,Essence,11 CV,--,37000.0
348,180 000 - 189 999,2013,Nissan,Qashqai,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,127000.0
349,200 000 - 249 999,1985,Peugeot,205,,,,Essence,--,--,16000.0
350,65 000 - 69 999,2018,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,85000.0
351,120 000 - 129 999,2016,Hyundai,CRETA,5,,,Diesel,--,Manuelle,169000.0
352,80 000 - 84 999,2016,Ford,Fiesta,,,,Essence,6 CV,--,88000.0
353,160 000 - 169 999,2014,Hyundai,Accent,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,115000.0
354,160 000 - 169 999,2010,Dacia,Sandero,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,68000.0
355,130 000 - 139 999,2010,Peugeot,207,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,76000.0
356,75 000 - 79 999,2016,Volkswagen,Tiguan,5,WW au Maroc,Non,Diesel,8 CV,Automatique,215000.0
357,5 000 - 9 999,1985,Peugeot,205,5,Dédouanée,Oui,Diesel,7 CV,Manuelle,27000.0
358,160 000 - 169 999,2014,Ford,Focus,5,Dédouanée,Oui,Diesel,8 CV,Automatique,160000.0
359,160 000 - 169 999,2014,Ford,Focus,5,Importée neuve,Oui,Diesel,6 CV,Manuelle,125000.0
360,110 000 - 119 999,2016,Kia,Soul,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
361,10 000 - 14 999,1985,Volkswagen,GOLF 2,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,40000.0
362,200 000 - 249 999,2007,Chevrolet,Aveo,5,WW au Maroc,Non,Essence,8 CV,Manuelle,39000.0
